year,date_doy,month,day,source_type,source,tempC,tempF,doy_100yr
1667,112,Apr,22,2,HAMURO-YORINARI-KI,4.1,39.38,104.85882352941177
1668,110,Apr,19,2,GYOJO-HOSSINNO-NIKKI [TOYOKUNI],4.6,40.28,104.90588235294118
1669,104,Apr,14,2,HAMURO-YORINARI-KI,6.3,43.34,104.8953488372093
1670,102,Apr,12,1,GYOJO-HOSSINNO-NIKKI,6.9,44.42,104.77906976744185
1671,116,Apr,26,2,GYOJO-HOSSINNO-NIKKI [KINDAI],3,37.4,104.87209302325581
1672,112,Apr,21,1,GYOJO-HOSSINNO-NIKKI [SEIRYODEN],4.1,39.38,104.93023255813954
1673,105,Apr,15,1,MUJOHOINDONO-GONIKKI,6,42.8,104.93103448275862
1674,115,Apr,25,2,GYOJO-HOSSINNO-NIKKI,3.2,37.76,105.1264367816092
1675,111,Apr,21,1,GYOJO-HOSSINNO-NIKKI [TOJI],4.3,39.74,105.19318181818181
1676,103,Apr,12,2,GYOJO-HOSSINNO-NIKKI,6.6,43.88,105.125
1677,96,Apr,6,1,MUJOHOINDONO-GONIKKI,8.6,47.48,105.07954545454545
1678,109,Apr,19,1,GYOJO-HOSSINNO-NIKKI [HIGASHI-IWAKURA],4.9,40.82,105.12359550561797
1679,114,Apr,24,2,MUJOHOINDONO-GONIKKI,3.5,38.3,105.25842696629213
1680,109,Apr,18,1,GYOJO-HOSSINNO-NIKKI [KIYOMIZU-CHIONIN],4.9,40.82,105.3932584269663
1681,110,Apr,20,3,OYUDONONO-UENO-NIKKI [EDA],4.6,40.28,105.4494382022472
1682,104,Apr,14,1,GYOJO-HOSSINNO-NIKKI [HIGASHIYAMA],6.3,43.34,105.43333333333334
1683,108,Apr,18,2,ITO-JINSAI-NIKKI,5.2,41.36,105.43333333333334
1684,118,Apr,27,1,GYOJO-HOSSINNO-NIKKI [HIGASHIYAMA],2.5,36.5,105.56666666666666
1685,106,Apr,16,3,OYUDONONO-UENO-NIKKI [EDA],5.7,42.26,105.57777777777778
1686,104,Apr,14,1,GYOJO-HOSSINNO-NIKKI,6.3,43.34,105.55555555555556
1687,104,Apr,14,1,GYOJO-HOSSINNO-NIKKI [HIGASHIYAMA],6.3,43.34,105.54444444444445
1688,114,Apr,23,2,GYOJO-HOSSINNO-NIKKI,3.5,38.3,105.63333333333334
1689,97,Apr,7,1,GYOJO-HOSSINNO-NIKKI [KOSAKATEI],8.3,46.94,105.54444444444445
1690,93,Apr,3,2,GYOJO-HOSSINNO-NIKKI [KOSAKATEI],9.6,49.28,105.44444444444444
1691,103,Apr,13,2,GYOJO-HOSSINNO-NIKKI [HIGASHIYAMA],6.6,43.88,105.54444444444445
1692,109,Apr,18,2,GYOJO-HOSSINNO-NIKKI [CHIONIN],4.9,40.82,105.66666666666667
1693,107,Apr,17,2,GYOJO-HOSSINNO-NIKKI [HIGASHIYAMA],5.4,41.72,105.6
1694,109,Apr,19,2,MYOHOIN-HINAMIKI,4.9,40.82,105.77777777777777
1695,120,Apr,30,2,MYOHOIN-HINAMIKI,2,35.6,105.87777777777778
1696,114,Apr,23,1,MOTOKAZU-KYOKI,3.5,38.3,105.9888888888889
1697,111,Apr,21,2,SADAMOTO-KYOKI,4.3,39.74,105.95555555555555
1698,101,Apr,11,2,MOTOKAZU-KYOKI,7.2,44.96,105.85555555555555
1699,97,Apr,7,2,MOTOHIRO-KOKI,8.3,46.94,105.78888888888889
1700,116,Apr,26,2,CHIONIN-NICHIKAGAMI,3,37.4,105.95555555555555
1701,112,Apr,22,2,MOTOKAZU-KYOKI,4.1,39.38,106.16666666666667
1702,116,Apr,26,2,MOTOHIRO-KOKI,3,37.4,106.26666666666667
1703,103,Apr,13,1,MYOHOIN-HINAMIKI,6.6,43.88,106.31111111111112
1704,113,Apr,22,2,MYOHOIN-HINAMIKI,3.8,38.84,106.5111111111111
1705,109,Apr,19,1,MYOHOIN-HINAMIKI,4.9,40.82,106.55555555555556
1706,115,Apr,25,1,KANEKA-KYOKI,3.2,37.76,106.65555555555555
1707,111,Apr,21,1,MYOHOIN-HINAMIKI,4.3,39.74,106.66666666666667
1708,103,Apr,12,1,MOTOHIRO-KOKI,6.6,43.88,106.62637362637362
1709,106,Apr,16,2,MOTOHIRO-KOKI,5.7,42.26,106.6043956043956
1710,NA,NA,NA,NA,-,NA,NA,106.56666666666666
1711,NA,NA,NA,NA,-,NA,NA,106.56666666666666
1712,NA,NA,NA,NA,-,NA,NA,106.78651685393258
1713,104,Apr,14,1,MYOHOIN-HINAMIKI,6.3,43.34,106.76404494382022
1714,108,Apr,18,1,MYOHOIN-HINAMIKI,5.2,41.36,106.82022471910112
1715,107,Apr,17,2,CHIONIN-NICHIKAGAMI,5.4,41.72,106.78651685393258
1716,110,Apr,19,1,MYOHOIN-HINAMIKI,4.6,40.28,106.65168539325843
1717,98,Apr,8,1,MOTOHIRO-KOKI,8,46.4,106.5505617977528
1718,102,Apr,12,1,MOTOHIRO-KOKI,6.9,44.42,106.5505617977528
1719,102,Apr,12,1,MOTOHIRO-KOKI,6.9,44.42,106.65168539325843
1720,114,Apr,23,1,NAKANOIN-MICHIEDAKI,3.5,38.3,106.73333333333333
1721,95,Apr,5,1,MOTOHIRO-KOKI,8.9,48.02,106.57777777777778
1722,100,Apr,10,1,MOTOHIRO-KOKI,7.4,45.32,106.5111111111111
1723,104,Apr,14,1,KIMIAKI-KYOKI,6.3,43.34,106.41111111111111
1724,99,Apr,8,2,MYOHOIN-HINAMIKI,7.7,45.86,106.26666666666667
1725,106,Apr,16,2,MOTONAGA-KYOKI,5.7,42.26,106.38888888888889
1726,116,Apr,26,2,KAIKI,3,37.4,106.56666666666666
1727,112,Apr,22,2,KAIKI,4.1,39.38,106.62637362637362
1728,104,Apr,13,2,KAIKI,6.3,43.34,106.62637362637362
1729,105,Apr,15,1,MYOHOIN-HINAMIKI,6,42.8,106.54945054945055
1730,NA,NA,NA,NA,-,NA,NA,106.54945054945055
1731,104,Apr,14,2,MITSUTSUNA-KYOKI,6.3,43.34,106.52173913043478
1732,108,Apr,17,2,GYOKYO-HOSSINNO-NIKKI,5.2,41.36,106.56521739130434
1733,107,Apr,17,2,MYOHOIN-HINAMIKI,5.4,41.72,106.66304347826087
1734,102,Apr,12,2,MYOHOIN-HINAMIKI [ARASHIYAMA],6.9,44.42,106.72826086956522
1735,101,Apr,11,2,MYOHOIN-HINAMIKI,7.2,44.96,106.77173913043478
1736,106,Apr,15,1,MICHIE-KOKI,5.7,42.26,106.76344086021506
1737,93,Apr,3,2,MYOHOIN-HINAMIKI,9.6,49.28,106.63440860215054
1738,101,Apr,11,2,MYOHOIN-HINAMIKI,7.2,44.96,106.59139784946237
1739,110,Apr,20,2,MICHIE-KOKI,4.6,40.28,106.61290322580645
1740,115,Apr,24,2,MYOHOIN-HINAMIKI,3.2,37.76,106.74193548387096
1741,109,Apr,19,2,MYOHOIN-HINAMIKI,4.9,40.82,106.65591397849462
1742,109,Apr,19,2,MYOHOIN-HINAMIKI,4.9,40.82,106.60215053763442
1743,108,Apr,18,2,MYOHOIN-HINAMIKI,5.2,41.36,106.53763440860214
1744,98,Apr,7,1,MYOHOIN-HINAMIKI,8,46.4,106.46236559139786
1745,105,Apr,15,1,MICHIE-KOKI,6,42.8,106.52688172043011
1746,110,Apr,20,2,MICHIE-KOKI,4.6,40.28,106.7741935483871
1747,101,Apr,11,1,MICHIE-KOKI,7.2,44.96,106.65591397849462
1748,96,Apr,5,2,MYOHOIN-HINAMIKI,8.6,47.48,106.54255319148936
1749,100,Apr,10,1,MYOHOIN-HINAMIKI,7.4,45.32,106.5
1750,110,Apr,20,2,MYOHOIN-HINAMIKI,4.6,40.28,106.58510638297872
1751,103,Apr,13,2,NAKANOIN-MICHIEDAKI,6.6,43.88,106.54255319148936
1752,110,Apr,19,1,NAKANOIN-MICHIEDAKI,4.6,40.28,106.57446808510639
1753,96,Apr,6,1,NAKANOIN-MICHIEDAKI,8.6,47.48,106.40425531914893
1754,115,Apr,25,2,SADAYUKI-KYOKI,3.2,37.76,106.52127659574468
1755,120,Apr,30,1,SADAYUKI-KYOKI,2,35.6,106.69148936170212
1756,109,Apr,18,1,NORINAGA-ZAIKYO-NIKKI,4.9,40.82,106.75531914893617
1757,112,Apr,22,2,MYOHOIN-HINAMIKI,4.1,39.38,106.81052631578947
1758,101,Apr,11,2,MYOHOIN-HINAMIKI,7.2,44.96,106.73684210526316
1759,109,Apr,19,2,MYOHOIN-HINAMIKI,4.9,40.82,106.76041666666667
1760,103,Apr,12,2,MYOHOIN-HINAMIKI,6.6,43.88,106.67708333333333
1761,89,Mar,30,2,MYOHOIN-HINAMIKI,10.8,51.44,106.63541666666667
1762,106,Apr,16,2,MYOHOIN-HINAMIKI,5.7,42.26,106.59375
1763,112,Apr,22,1,MYOHOIN-HINAMIKI,4.1,39.38,106.66666666666667
1764,98,Apr,7,2,GOSAKURAMACHI-TENNNOU-SHINKI,8,46.4,106.59375
1765,106,Apr,16,2,GOSAKURAMACHI-TENNNOU-SHINKI,5.7,42.26,106.53125
1766,113,Apr,23,2,GOSAKURAMACHI-TENNNOU-SHINKI,3.8,38.84,106.58333333333333
1767,101,Apr,11,2,GOSAKURAMACHI-TENNNOU-SHINKI,7.2,44.96,106.46875
1768,117,Apr,26,1,SADAHARU-KYOKI,2.7,36.86,106.54166666666667
1769,105,Apr,15,2,YANAGIHARA-KOREMITSU-NIKKI,6,42.8,106.55208333333333
1770,105,Apr,15,2,(SHIRYO-KOHON),6,42.8,106.58333333333333
1771,104,Apr,14,2,(SHIRYO-KOHON),6.3,43.34,106.45833333333333
1772,106,Apr,15,2,GOSAKURAMACHI-TENNNOU-SHINKI,5.7,42.26,106.39583333333333
1773,100,Apr,10,2,ZOKU-SHIGUSHO,7.4,45.32,106.34375
1774,110,Apr,20,2,GOSAKURAMACHI-TENNNOU-SHINKI,4.6,40.28,106.29166666666667
1775,99,Apr,9,2,GOMOMOZONO-TENNNOU-SHINKI,7.7,45.86,106.16666666666667
1776,108,Apr,17,2,TERUYOSHI-KOKI,5.2,41.36,106.21875
1777,104,Apr,14,1,MORIYAMA-TAKAMORI-NIKKI,6.3,43.34,106.30208333333333
1778,111,Apr,21,3,TERUYOSHI-KOKI,4.3,39.74,106.32291666666667
1779,96,Apr,6,2,MYOHOIN-HINAMIKI,8.6,47.48,106.13541666666667
1780,109,Apr,18,2,TERUYOSHI-KOKI,4.9,40.82,106.13541666666667
1781,91,Apr,1,3,MYOHOIN-HINAMIKI,10.2,50.36,105.9375
1782,109,Apr,19,2,TERUYOSHI-KOKI,4.9,40.82,105.98958333333333
1783,103,Apr,13,1,SUGIURAKE-NIKKI,6.6,43.88,105.9375
1784,105,Apr,14,1,SUGIURAKE-NIKKI,6,42.8,105.80208333333333
1785,108,Apr,18,1,SUGIURAKE-NIKKI,5.2,41.36,105.82291666666667
1786,106,Apr,16,1,SUGIURAKE-NIKKI,5.7,42.26,105.84375
1787,105,Apr,15,1,SUGIURAKE-NIKKI,6,42.8,105.85416666666667
1788,109,Apr,18,1,TERUYOSHI-KOKI,4.9,40.82,105.80208333333333
1789,106,Apr,16,1,KOUKANSIYU-NIKKI,5.7,42.26,105.89583333333333
1790,119,Apr,29,2,SUGIURAKE-NIKKI,2.2,35.96,106.16666666666667
1791,99,Apr,9,1,SUGIURAKE-NIKKI,7.7,45.86,106.125
1792,101,Apr,10,1,TERUYOSHI-KOKI,7.2,44.96,106.04166666666667
1793,106,Apr,16,2,TERUYOSHI-KOKI,5.7,42.26,106.03125
1794,104,Apr,14,1,SUGIURAKE-NIKKI,6.3,43.34,105.97916666666667
1795,113,Apr,23,1,TERUYOSHI-KOKI,3.8,38.84,105.90625
1796,103,Apr,12,2,SUGIURAKE-NIKKI,6.6,43.88,105.79166666666667
1797,97,Apr,7,2,TADAYOSHI-KOKI,8.3,46.94,105.64583333333333
1798,110,Apr,20,1,SUGIURAKE-NIKKI,4.6,40.28,105.73958333333333
1799,103,Apr,13,1,SUGIURAKE-NIKKI,6.6,43.88,105.80208333333333
1800,103,Apr,13,1,SUGIURAKE-NIKKI,6.6,43.88,105.66666666666667
1801,105,Apr,15,1,SUGIURAKE-NIKKI,6,42.8,105.59375
1802,96,Apr,6,1,SUGIURAKE-NIKKI,8.6,47.48,105.38541666666667
1803,110,Apr,20,1,SUGIURAKE-NIKKI,4.6,40.28,105.45833333333333
1804,104,Apr,13,1,SUGIURAKE-NIKKI,6.3,43.34,105.36458333333333
1805,93,Apr,3,1,SUGIURAKE-NIKKI,9.6,49.28,105.19791666666667
1806,114,Apr,24,1,SUGIURAKE-NIKKI,3.5,38.3,105.1875
1807,116,Apr,26,1,SUGIURAKE-NIKKI,3,37.4,105.23958333333333
1808,98,Apr,7,1,SUGIURAKE-NIKKI,8,46.4,105.1875
1809,107,Apr,17,1,SUGIURAKE-NIKKI,5.4,41.72,105.19791666666667
1810,100,Apr,10,1,SUGIURAKE-NIKKI,7.4,45.32,105.14432989690722
1811,110,Apr,20,1,SUGIURAKE-NIKKI,4.6,40.28,105.1938775510204
1812,120,Apr,29,1,SUGIURAKE-NIKKI,2,35.6,105.34343434343434
1813,107,Apr,17,2,SANEHISA-KYOKI,5.4,41.72,105.37373737373737
1814,113,Apr,23,1,RAI-SANYO-NIPPU,3.8,38.84,105.42424242424242
1815,111,Apr,21,1,SADANAKA-KYOKI,4.3,39.74,105.46464646464646
1816,103,Apr,12,1,HARU-NO-NISHIKI,6.6,43.88,105.39393939393939
1817,110,Apr,20,1,SADANAKA-KYOKI,4.6,40.28,105.51515151515152
1818,106,Apr,16,1,HIRAMATSUKE-NIKKI,5.7,42.26,105.55555555555556
1819,106,Apr,16,1,RAI-BAISHI-NIKKI,5.7,42.26,105.5959595959596
1820,95,Apr,4,2,RAI-SANYO-NIPPU,8.9,48.02,105.4040404040404
1821,109,Apr,19,2,SANEHISA-KYOKI,4.9,40.82,105.54545454545455
1822,102,Apr,12,2,RAI-SANYO-NIPPU,6.9,44.42,105.56565656565657
1823,106,Apr,16,2,RAI-SANYO-NIPPU,5.7,42.26,105.58585858585859
1824,108,Apr,17,1,RAI-BAISHI-NIKKI,5.2,41.36,105.67676767676768
1825,114,Apr,24,2,SANEHISA-KYOKI,3.5,38.3,105.75757575757575
1826,109,Apr,19,2,RAI-SANYO-NIPPU,4.9,40.82,105.68686868686869
1827,100,Apr,10,2,RAI-BAISHI-NIKKI,7.4,45.32,105.56565656565657
1828,113,Apr,22,2,RAI-SANYO-NIPPU,3.8,38.84,105.65656565656566
1829,112,Apr,22,1,RAI-BAISHI-NIKKI,4.1,39.38,105.72727272727273
1830,105,Apr,15,2,RAI-SANYO-NIPPU,6,42.8,105.72
1831,114,Apr,24,2,RAI-SANYO-NIPPU,3.5,38.3,105.82
1832,113,Apr,22,1,GAKUSUI-NIKKI,3.8,38.84,105.87
1833,107,Apr,17,2,GAKUSUI-NIKKI,5.4,41.72,105.87
1834,111,Apr,21,2,SUGIURAKE-NIKKI,4.3,39.74,105.96
1835,112,Apr,22,2,SUGIURAKE-NIKKI,4.1,39.38,106.07
1836,112,Apr,21,1,FUDEMAKASE,4.1,39.38,106.13
1837,111,Apr,21,2,SUGIURAKE-NIKKI,4.3,39.74,106.31
1838,109,Apr,19,2,SUGIURAKE-NIKKI,4.9,40.82,106.39
1839,120,Apr,30,2,SUGIURAKE-NIKKI,2,35.6,106.49
1840,105,Apr,14,2,SUGIURAKE-NIKKI,6,42.8,106.39
1841,107,Apr,17,2,KYOJIN-HOSSINNO-NIKKI,5.4,41.72,106.37
1842,96,Apr,6,2,KYOJIN-HOSSINNO-NIKKI,8.6,47.48,106.24
1843,106,Apr,16,1,SANEAKIRA-KYOKI,5.7,42.26,106.22
1844,106,Apr,15,2,SANEAKIRA-KYOKI,5.7,42.26,106.3
1845,102,Apr,12,2,SANEAKIRA-KYOKI,6.9,44.42,106.27
1846,98,Apr,8,4,TEIEN-EISO,8,46.4,106.15
1847,107,Apr,17,1,MADENOKOJI-NIKKI,5.4,41.72,106.21
1848,102,Apr,11,2,MIAKE-SHONOSUKE-NIKKI,6.9,44.42,106.27
1849,100,Apr,10,1,SANEAKIRA-KYOKI,7.4,45.32,106.27
1850,109,Apr,19,1,SUGIURAKE-NIKKI,4.9,40.82,106.26
1851,102,Apr,12,2,MADENOKOJI-NIKKI,6.9,44.42,106.25
1852,113,Apr,22,1,SADANAKA-KYOKI,3.8,38.84,106.28
1853,102,Apr,12,1,MADENOKOJI-NIKKI,6.9,44.42,106.34
1854,102,Apr,12,2,TAKOYAKUSHI-MACHINIKKI,6.9,44.42,106.21
1855,101,Apr,11,1,SADANAKA-KYOKI,7.2,44.96,106.02
1856,111,Apr,20,1,TAKAGI-ZAICHU-NIKKI,4.3,39.74,106.04
1857,108,Apr,18,1,HANA-NO-SHITABUSHI,5.2,41.36,106
1858,104,Apr,14,1,TAKAGI-ZAICHU-NIKKI,6.3,43.34,106.03
1859,110,Apr,20,2,NAKAYAMAISAKO-NIKKI,4.6,40.28,106.04
1860,113,Apr,22,2,TAKAGI-ZAICHU-NIKKI,3.8,38.84,106.14
1861,100,Apr,10,1,TAKAGI-ZAICHU-NIKKI,7.4,45.32,106.25
1862,117,Apr,27,2,KOMEI-TENNOKI,2.7,36.86,106.36
1863,118,Apr,28,4,YATAKA-SHU,2.5,36.5,106.42
1864,105,Apr,14,1,MADENOKOJI-NIKKI,6,42.8,106.49
1865,97,Apr,7,1,TAKAGI-ZAICHU-NIKKI,8.3,46.94,106.4
1866,102,Apr,12,2,KOMEI-TENNOKI,6.9,44.42,106.29
1867,101,Apr,11,2,OZAKITADAMASA-NIKKI,7.2,44.96,106.29
1868,104,Apr,13,2,GAKKAI-NICHIROKU,6.3,43.34,106.16
1869,105,Apr,15,2,TAKAGI-ZAICHU-NIKKI,6,42.8,106.16
1870,99,Apr,9,1,TAKAGI-ZAICHU-NIKKI,7.7,45.86,106.1
1871,104,Apr,14,1,TAKAGI-ZAICHU-NIKKI,6.3,43.34,106.1
1872,NA,NA,NA,NA,-,NA,NA,106.1010101010101
1873,104,Apr,14,2,HAYAMIKE-NIKKI,6.3,43.34,106.14141414141415
1874,107,Apr,17,2,HAYAMIKE-NIKKI,5.4,41.72,106.11111111111111
1875,103,Apr,13,2,HAYAMIKE-NIKKI,6.6,43.88,106.15151515151516
1876,111,Apr,20,2,HAYAMIKE-NIKKI,4.3,39.74,106.18181818181819
1877,104,Apr,14,1,SUGIURAKE-NIKKI,6.3,43.34,106.18181818181819
1878,101,Apr,11,2,HAYAMIKE-NIKKI,7.2,44.96,106.08080808080808
1879,102,Apr,12,2,SUGIURAKE-NIKKI,6.9,44.42,106.14141414141415
1880,110,Apr,19,2,SUGIURAKE-NIKKI,4.6,40.28,106.15151515151516
1881,112,Apr,22,1,UEKI-SHISEI-NIKKI,4.7,40.46,106.36363636363636
1882,97,Apr,7,1,SUGIURAKE-NIKKI,5.5,41.9,106.24242424242425
1883,107,Apr,17,2,SUGIURAKE-NIKKI,5.6,42.08,106.28282828282828
1884,109,Apr,18,2,SUGIURAKE-NIKKI,5.6,42.08,106.32323232323232
1885,113,Apr,23,2,NEWS-PAPER(ARASHIYAMA),3.8,38.84,106.37373737373737
1886,108,Apr,18,2,SUGIURAKE-NIKKI,7,44.6,106.39393939393939
1887,109,Apr,19,2,NEWS-PAPER(ARASHIYAMA),5.3,41.54,106.43434343434343
1888,107,Apr,16,0,NEWS-PAPER(ARASHIYAMA),7.5,45.5,106.41414141414141
1889,109,Apr,19,0,NEWS-PAPER(ARASHIYAMA),6.6,43.88,106.44444444444444
1890,98,Apr,8,0,UEKI-SHISEI-NIKKI,8.6,47.48,106.23232323232324
1891,99,Apr,9,0,NEWS-PAPER(ARASHIYAMA),7.8,46.04,106.23232323232324
1892,115,Apr,24,0,NEWS-PAPER(ARASHIYAMA),4.7,40.46,106.37373737373737
1893,109,Apr,19,0,NEWS-PAPER(ARASHIYAMA),5,41,106.4040404040404
1894,98,Apr,8,0,NEWS-PAPER(ARASHIYAMA),7.5,45.5,106.34343434343434
1895,NA,NA,NA,NA,-,6.8,44.24,106.27551020408163
1896,106,Apr,15,0,NEWS-PAPER(ARASHIYAMA),4.6,40.28,106.3061224489796
1897,106,Apr,16,0,NEWS-PAPER(ARASHIYAMA),6.2,43.16,106.39795918367346
1898,108,Apr,18,0,NEWS-PAPER(ARASHIYAMA),5.4,41.72,106.37755102040816
1899,99,Apr,9,0,NEWS-PAPER(ARASHIYAMA),7.1,44.78,106.33673469387755
1900,102,Apr,12,0,NEWS-PAPER(ARASHIYAMA),5.2,41.36,106.3265306122449
1901,102,Apr,12,0,NEWS-PAPER(ARASHIYAMA),5.2,41.36,106.29591836734694
1902,98,Apr,8,0,KYOTO-TETUDO-KANRIKYOKU ADV(ARASHIYAMA),7.8,46.04,106.31632653061224
1903,99,Apr,9,0,NEWS-PAPER(ARASHIYAMA),8.5,47.3,106.20408163265306
1904,108,Apr,17,0,NEWS-PAPER(ARASHIYAMA),6.3,43.34,106.24489795918367
1905,105,Apr,15,0,NEWS-PAPER(ARASHIYAMA),6.4,43.52,106.36734693877551
1906,105,Apr,15,0,KYOTO-TETUDO-KANRIKYOKU ADV(ARASHIYAMA),6.6,43.88,106.27551020408163
1907,103,Apr,13,0,KYOTO-TETUDO-KANRIKYOKU ADV(ARASHIYAMA),5.4,41.72,106.14285714285714
1908,102,Apr,11,0,TETUDOUIN AVD(ARASHIYAMA),6.2,43.16,106.18367346938776
1909,108,Apr,18,0,TETUDOUIN AVD(ARASHIYAMA),5.6,42.08,106.1938775510204
1910,104,Apr,14,0,TETUDOUIN AVD(ARASHIYAMA),4.7,40.46,106.23469387755102
1911,98,Apr,8,0,ARASHIYAMA-TETSUDO ADV(ARASHIYAMA),7.7,45.86,106.11224489795919
1912,105,Apr,14,0,TETUDOUIN AVD(ARASHIYAMA),7,44.6,105.95918367346938
1913,103,Apr,13,0,SEIBU-TETSUDO-KANRIKYOKU ADV(ARASHIYAMA),4.6,40.28,105.91836734693878
1914,102,Apr,12,0,KOBE-TETSUDO-KANRIKYOKU ADV(ARASHIYAMA),9,48.2,105.8061224489796
1915,102,Apr,12,0,NEWS-PAPER(ARASHIYAMA),5.6,42.08,105.71428571428571
1916,112,Apr,21,0,SEIBU-TETSUDO-KANRIKYOKU ADV(ARASHIYAMA),4.9,40.82,105.8061224489796
1917,103,Apr,13,0,NEWS-PAPER(ARASHIYAMA),6.1,42.98,105.73469387755102
1918,104,Apr,14,0,SEKI-HAJIME-NIKKI,6.5,43.7,105.71428571428571
1919,NA,NA,NA,NA,-,7.5,45.5,105.71134020618557
1920,104,Apr,13,0,NEWS-PAPER(ARASHIYAMA),7.2,44.96,105.80412371134021
1921,NA,NA,NA,NA,-,5.3,41.54,105.77083333333333
1922,101,Apr,11,0,KAJII-MOTOJIRO-SHOKAN,5.8,42.44,105.76041666666667
1923,97,Apr,7,0,NEWS-PAPER(ARASHIYAMA),8.1,46.58,105.66666666666667
1924,111,Apr,20,0,MITAMURA-ENGYO-NIKKI(ARASHIYAMA),4,39.2,105.69791666666667
1925,108,Apr,18,0,KEIHAN RAILWAY ADV(ARASHIYAMA),5.3,41.54,105.63541666666667
1926,108,Apr,18,0,KEIHAN RAILWAY ADV(ARASHIYAMA),5.4,41.72,105.625
1927,107,Apr,17,0,KEIHAN RAILWAY ADV(ARASHIYAMA),6.1,42.98,105.69791666666667
1928,107,Apr,16,0,KEIHAN RAILWAY ADV(ARASHIYAMA),6.4,43.52,105.63541666666667
1929,103,Apr,13,0,SHIN-KEIHAN RAILWAY ADV(ARASHIYAMA),5.9,42.62,105.54166666666667
1930,95,Apr,5,0,SHIN-KEIHAN RAILWAY ADV(ARASHIYAMA),8.3,46.94,105.4375
1931,105,Apr,15,0,NEWS-PAPER(ARASHIYAMA),6.8,44.24,105.34375
1932,105,Apr,14,0,KEIHAN RAILWAY ADV(ARASHIYAMA),5.8,42.44,105.26041666666667
1933,106,Apr,16,0,NEWS-PAPER(ARASHIYAMA),5.2,41.36,105.25
1934,104,Apr,14,0,NEWS-PAPER(ARASHIYAMA),5.5,41.9,105.17708333333333
1935,102,Apr,12,0,NHK(ARASHIYAMA),6.8,44.24,105.07291666666667
1936,111,Apr,20,0,NHK(ARASHIYAMA),4.5,40.1,105.0625
1937,100,Apr,10,0,NEWS-PAPER(ARASHIYAMA),7.3,45.14,104.94791666666667
1938,98,Apr,8,0,KEIHAN RAILWAY ADV(ARASHIYAMA),9,48.2,104.83333333333333
1939,104,Apr,14,0,KEIHAN RAILWAY ADV(ARASHIYAMA),6.8,44.24,104.66666666666667
1940,110,Apr,19,0,KEIHAN RAILWAY ADV(ARASHIYAMA),6.3,43.34,104.71875
1941,100,Apr,10,0,KEIHAN RAILWAY ADV(ARASHIYAMA),7.7,45.86,104.64583333333333
1942,96,Apr,6,0,ASADA-TAKASHI-NIKKI,9.9,49.82,104.64583333333333
1943,101,Apr,11,0,ASADA-TAKASHI-NIKKI,6.1,42.98,104.59375
1944,100,Apr,9,0,ASADA-TAKASHI-NIKKI,5.7,42.26,104.53125
1945,NA,NA,NA,NA,-,6.6,43.88,104.5578947368421
1946,97,Apr,7,0,NEWS-PAPER(ARASHIYAMA),6.1,42.98,104.54736842105264
1947,107,Apr,17,0,NEWS-PAPER(ARASHIYAMA),5.4,41.72,104.54736842105264
1948,102,Apr,11,0,NEWS-PAPER(ARASHIYAMA),6.4,43.52,104.54736842105264
1949,107,Apr,17,0,NEWS-PAPER(ARASHIYAMA),5.5,41.9,104.62105263157895
1950,99,Apr,9,0,NEWS-PAPET(DAIGO-JI),6.8,44.24,104.51578947368421
1951,98,Apr,8,0,NEWS-PAPER(ARASHIYAMA),7.4,45.32,104.47368421052632
1952,105,Apr,14,0,NEWS-PAPER(ARASHIYAMA),6.8,44.24,104.38947368421053
1953,100,Apr,11,0,Japan Meteorological Agency,8.6,47.48,104.36842105263158
1954,94,Apr,5,0,Japan Meteorological Agency,7.6,45.68,104.28421052631579
1955,96,Apr,7,0,Japan Meteorological Agency,9,48.2,104.23157894736842
1956,100,Apr,10,0,Japan Meteorological Agency,8.3,46.94,104.11578947368422
1957,101,Apr,12,0,Japan Meteorological Agency,5.2,41.36,104.0421052631579
1958,97,Apr,8,0,Japan Meteorological Agency,7.5,45.5,103.96842105263158
1959,91,Apr,2,0,Japan Meteorological Agency,9,48.2,103.76842105263158
1960,95,Apr,5,0,Japan Meteorological Agency,8.9,48.02,103.57894736842105
1961,95,Apr,6,0,Japan Meteorological Agency,8,46.4,103.52631578947368
1962,96,Apr,7,0,Japan Meteorological Agency,7.3,45.14,103.30526315789474
1963,98,Apr,9,0,Japan Meteorological Agency,7,44.6,103.09473684210526
1964,96,Apr,6,0,Japan Meteorological Agency,6.6,43.88,103
1965,106,Apr,17,0,Japan Meteorological Agency,5.5,41.9,103.09473684210526
1966,95,Apr,6,0,Japan Meteorological Agency,8.5,47.3,103.02105263157895
1967,95,Apr,6,0,Japan Meteorological Agency,7.7,45.86,102.9578947368421
1968,95,Apr,5,0,Japan Meteorological Agency,8,46.4,102.86315789473684
1969,102,Apr,13,0,Japan Meteorological Agency,6.9,44.42,102.83157894736843
1970,104,Apr,15,0,Japan Meteorological Agency,5,41,102.88421052631578
1971,96,Apr,7,0,Japan Meteorological Agency,7.4,45.32,102.8
1972,97,Apr,7,0,Japan Meteorological Agency,8.8,47.84,102.73958333333333
1973,97,Apr,8,0,Japan Meteorological Agency,7.8,46.04,102.66666666666667
1974,98,Apr,9,0,Japan Meteorological Agency,7,44.6,102.57291666666667
1975,99,Apr,10,0,Japan Meteorological Agency,7.4,45.32,102.53125
