year,date_doy,month,day,source_type,source,tempC,tempF,doy_100yr
1976,99,Apr,9,0,Japan Meteorological Agency,7.9,46.22,102.40625
1977,92,Apr,3,0,Japan Meteorological Agency,8.7,47.66,102.28125
1978,102,Apr,13,0,Japan Meteorological Agency,7.6,45.68,102.29166666666667
1979,98,Apr,9,0,Japan Meteorological Agency,8,46.4,102.25
1980,98,Apr,8,0,Japan Meteorological Agency,7.3,45.14,102.125
1981,97,Apr,8,0,Japan Meteorological Agency,8.3,46.94,101.96875
1982,89,Mar,31,0,Japan Meteorological Agency,8.6,47.48,101.88541666666667
1983,98,Apr,9,0,Japan Meteorological Agency,7.8,46.04,101.79166666666667
1984,104,Apr,14,0,Japan Meteorological Agency,5.1,41.18,101.73958333333333
1985,97,Apr,8,0,Japan Meteorological Agency,8.5,47.3,101.57291666666667
1986,97,Apr,8,0,Japan Meteorological Agency,7.6,45.68,101.45833333333333
1987,95,Apr,6,0,Japan Meteorological Agency,8.2,46.76,101.3125
1988,101,Apr,11,0,Japan Meteorological Agency,7.3,45.14,101.25
1989,91,Apr,2,0,Japan Meteorological Agency,8.2,46.76,101.0625
1990,87,Mar,29,0,Japan Meteorological Agency,9.3,48.74,100.94791666666667
1991,95,Apr,6,0,Japan Meteorological Agency,9.4,48.92,100.90625
1992,93,Apr,3,0,Japan Meteorological Agency,9.7,49.46,100.67708333333333
1993,95,Apr,6,0,Japan Meteorological Agency,7.6,45.68,100.53125
1994,95,Apr,6,0,Japan Meteorological Agency,7.1,44.78,100.5
1995,95,Apr,6,0,Japan Meteorological Agency,8.6,47.48,100.44329896907216
1996,99,Apr,9,0,Japan Meteorological Agency,7.7,45.86,100.37113402061856
1997,93,Apr,4,0,Japan Meteorological Agency,9.3,48.74,100.23711340206185
1998,90,Apr,1,0,Japan Meteorological Agency,9.7,49.46,100.05154639175258
1999,91,Apr,2,0,Japan Meteorological Agency,9.9,49.82,99.96907216494846
2000,100,Apr,10,0,Japan Meteorological Agency,7.5,45.5,99.94845360824742
2001,92,Apr,3,0,Japan Meteorological Agency,8.6,47.48,99.84536082474227
2002,86,Mar,28,0,Japan Meteorological Agency,10.3,50.54,99.72164948453609
2003,93,Apr,4,0,Japan Meteorological Agency,7.3,45.14,99.65979381443299
2004,93,Apr,3,0,Japan Meteorological Agency,9.1,48.38,99.50515463917526
2005,97,Apr,8,0,Japan Meteorological Agency,7.7,45.86,99.42268041237114
2006,95,Apr,6,0,Japan Meteorological Agency,7.5,45.5,99.31958762886597
2007,92,Apr,3,0,Japan Meteorological Agency,8.6,47.48,99.20618556701031
2008,91,Apr,1,0,Japan Meteorological Agency,9.6,49.28,99.09278350515464
2009,94,Apr,5,0,Japan Meteorological Agency,8.8,47.84,98.94845360824742
2010,90,Apr,1,0,Japan Meteorological Agency,8.5,47.3,98.80412371134021
2011,96,Apr,7,0,Japan Meteorological Agency,6.8,44.24,98.78350515463917
2012,99,Apr,9,0,Japan Meteorological Agency,8.3,46.94,98.72164948453609
2013,88,Mar,30,0,Japan Meteorological Agency,9.7,49.46,98.56701030927834
2014,91,Apr,2,0,Japan Meteorological Agency,9,48.2,98.45360824742268
2015,90,Apr,1,0,Japan Meteorological Agency,9.4,48.92,98.3298969072165
2016,92,Apr,2,0,Japan Meteorological Agency,9.9,49.82,98.12371134020619
2017,96,Apr,7,0,Japan Meteorological Agency,8.2,46.76,98.05154639175258
2018,86,Mar,28,0,Japan Meteorological Agency,10.9,51.62,97.8659793814433
2019,95,Apr,6,0,Japan Meteorological Agency,9.6,49.28,97.83673469387755
2020,89,Mar,30,0,Japan Meteorological Agency,10.6,51.08,97.68367346938776
2021,84,Mar,26,0,Japan Meteorological Agency,11.6,52.88,97.54545454545455
